,Foundation.URI,Code,Title,DepthInKind,isLeaf,icd_code
16752,http://id.who.int/icd/entity/607067674,QC00.7,Need for immunization against pertussis alone,2,TRUE,QC00.7 - Need for immunization against pertussis alone
16753,,QC00.Y,Other specified need for immunization against single bacterial diseases,2,TRUE,QC00.Y - Other specified need for immunization against single bacterial diseases
16754,,QC00.Z,"Need for immunization against single bacterial diseases, unspecified",2,TRUE,"QC00.Z - Need for immunization against single bacterial diseases, unspecified"
16755,http://id.who.int/icd/entity/941267115,QC01,Need for immunization against certain single viral diseases,1,FALSE,QC01 - Need for immunization against certain single viral diseases
16756,http://id.who.int/icd/entity/1824062668,QC01.0,Need for immunization against poliomyelitis,2,TRUE,QC01.0 - Need for immunization against poliomyelitis
16757,http://id.who.int/icd/entity/166932826,QC01.1,Need for immunization against arthropodborne viral encephalitis,2,TRUE,QC01.1 - Need for immunization against arthropodborne viral encephalitis
16758,http://id.who.int/icd/entity/2103337383,QC01.2,Need for immunization against rabies,2,TRUE,QC01.2 - Need for immunization against rabies
16759,http://id.who.int/icd/entity/404073523,QC01.3,Need for immunization against yellow fever,2,TRUE,QC01.3 - Need for immunization against yellow fever
16760,http://id.who.int/icd/entity/1811627943,QC01.4,Need for immunization against measles alone,2,TRUE,QC01.4 - Need for immunization against measles alone
16761,http://id.who.int/icd/entity/246477363,QC01.5,Need for immunization against rubella alone,2,TRUE,QC01.5 - Need for immunization against rubella alone
16762,http://id.who.int/icd/entity/2048762574,QC01.6,Need for immunization against viral hepatitis,2,TRUE,QC01.6 - Need for immunization against viral hepatitis
16763,http://id.who.int/icd/entity/1883255885,QC01.7,Need for immunization against mumps alone,2,TRUE,QC01.7 - Need for immunization against mumps alone
16764,http://id.who.int/icd/entity/353106393,QC01.8,Need for immunization against influenza,2,TRUE,QC01.8 - Need for immunization against influenza
16765,http://id.who.int/icd/entity/122701393,QC01.9,Need for immunization against COVID19,2,TRUE,QC01.9 - Need for immunization against COVID19
16766,,QC01.Y,Other specified need for immunization against certain single viral diseases,2,TRUE,QC01.Y - Other specified need for immunization against certain single viral diseases
16767,,QC01.Z,"Need for immunization against certain single viral diseases, unspecified",2,TRUE,"QC01.Z - Need for immunization against certain single viral diseases, unspecified"
16768,http://id.who.int/icd/entity/704382402,QC02,Need for immunization against certain specified single infectious diseases,1,FALSE,QC02 - Need for immunization against certain specified single infectious diseases
16769,http://id.who.int/icd/entity/1908905075,QC02.0,Need for immunization against leishmaniasis,2,TRUE,QC02.0 - Need for immunization against leishmaniasis
16770,,QC02.Y,Other specified need for immunization against certain specified single infectious diseases,2,TRUE,QC02.Y - Other specified need for immunization against certain specified single infectious diseases
16771,,QC02.Z,"Need for immunization against certain specified single infectious diseases, unspecified",2,TRUE,"QC02.Z - Need for immunization against certain specified single infectious diseases, unspecified"
16772,http://id.who.int/icd/entity/1287112788,QC03,Need for immunization against combinations of infectious diseases,1,FALSE,QC03 - Need for immunization against combinations of infectious diseases
16773,http://id.who.int/icd/entity/1832869108,QC03.0,Need for immunization against cholera with typhoidparatyphoid,2,TRUE,QC03.0 - Need for immunization against cholera with typhoidparatyphoid
16774,http://id.who.int/icd/entity/141857126,QC03.1,"Need for immunization against diphtheriatetanuspertussis, combined",2,TRUE,"QC03.1 - Need for immunization against diphtheriatetanuspertussis, combined"
16775,http://id.who.int/icd/entity/2094645657,QC03.2,Need for immunization against diphtheriatetanuspertussis with typhoidparatyphoid,2,TRUE,QC03.2 - Need for immunization against diphtheriatetanuspertussis with typhoidparatyphoid
16776,http://id.who.int/icd/entity/429001741,QC03.3,Need for immunization against diphtheriatetanuspertussis with poliomyelitis,2,TRUE,QC03.3 - Need for immunization against diphtheriatetanuspertussis with poliomyelitis
16777,http://id.who.int/icd/entity/1786552217,QC03.4,Need for immunization against measlesmumpsrubella,2,TRUE,QC03.4 - Need for immunization against measlesmumpsrubella
16778,,QC03.Y,Other specified need for immunization against combinations of infectious diseases,2,TRUE,QC03.Y - Other specified need for immunization against combinations of infectious diseases
16779,,QC03.Z,"Need for immunization against combinations of infectious diseases, unspecified",2,TRUE,"QC03.Z - Need for immunization against combinations of infectious diseases, unspecified"
16780,http://id.who.int/icd/entity/836689174,QC04,Immunization not carried out,1,FALSE,QC04 - Immunization not carried out
16781,http://id.who.int/icd/entity/1498576014,QC04.0,Immunization not carried out due to patient having had the disease,2,TRUE,QC04.0 - Immunization not carried out due to patient having had the disease
16782,http://id.who.int/icd/entity/679809409,QC04.1,Immunization not carried out because of acute illness,2,TRUE,QC04.1 - Immunization not carried out because of acute illness
16783,http://id.who.int/icd/entity/1650200188,QC04.2,Immunization not carried out because of chronic illness or condition of patient,2,TRUE,QC04.2 - Immunization not carried out because of chronic illness or condition of patient
16784,http://id.who.int/icd/entity/1200706488,QC04.3,Immunization not carried out because of immunecompromised state of patient,2,TRUE,QC04.3 - Immunization not carried out because of immunecompromised state of patient
16785,http://id.who.int/icd/entity/472002267,QC04.4,Immunization not carried out because of patient allergy to vaccine or component,2,TRUE,QC04.4 - Immunization not carried out because of patient allergy to vaccine or component
16786,http://id.who.int/icd/entity/583273619,QC04.5,Immunization not carried out because of patient refusal,2,TRUE,QC04.5 - Immunization not carried out because of patient refusal
16787,http://id.who.int/icd/entity/118051153,QC04.6,Immunization not carried out because of caregiver refusal,2,TRUE,QC04.6 - Immunization not carried out because of caregiver refusal
16788,http://id.who.int/icd/entity/300485628,QC04.7,Immunization not carried out due to lack of availability,2,TRUE,QC04.7 - Immunization not carried out due to lack of availability
16789,,QC04.Y,Immunization not carried out for other reasons,2,TRUE,QC04.Y - Immunization not carried out for other reasons
16790,,QC04.Z,Immunization not carried out for unspecified reason,2,TRUE,QC04.Z - Immunization not carried out for unspecified reason
16791,http://id.who.int/icd/entity/1419055236,QC05,Need for certain specified other prophylactic measures,1,FALSE,QC05 - Need for certain specified other prophylactic measures
16792,http://id.who.int/icd/entity/1061373903,QC05.0,Isolation,2,TRUE,QC05.0 - Isolation
16793,http://id.who.int/icd/entity/1510509147,QC05.1,Prophylactic immunotherapy,2,TRUE,QC05.1 - Prophylactic immunotherapy
16794,,QC05.Y,Other specified prophylactic measures,2,TRUE,QC05.Y - Other specified prophylactic measures
16795,,QC05.Z,"Prophylactic measures, unspecified",2,TRUE,"QC05.Z - Prophylactic measures, unspecified"
16796,http://id.who.int/icd/entity/874796608,QC06,Underimmunization status,1,TRUE,QC06 - Underimmunization status
16797,,QC0Y,Other specified contact with health services related to immunizations or certain other prophylactic measures,1,TRUE,QC0Y - Other specified contact with health services related to immunizations or certain other prophylactic measures
16798,,QC0Z,"Contact with health services related to immunizations or certain other prophylactic measures, unspecified",1,TRUE,"QC0Z - Contact with health services related to immunizations or certain other prophylactic measures, unspecified"
16799,http://id.who.int/icd/entity/663184411,QC10,Procedure not carried out because of contraindication,1,TRUE,QC10 - Procedure not carried out because of contraindication
16800,http://id.who.int/icd/entity/1120709007,QC11,Procedure not carried out because of patient's decision for reasons of belief or group pressure,1,TRUE,QC11 - Procedure not carried out because of patient's decision for reasons of belief or group pressure
16801,http://id.who.int/icd/entity/912390512,QC12,Procedure not carried out because of patient's decision for reasons other than belief or group pressure,1,TRUE,QC12 - Procedure not carried out because of patient's decision for reasons other than belief or group pressure
16802,,QC1Y,Intervention not carried out for other reasons,1,TRUE,QC1Y - Intervention not carried out for other reasons
16803,,QC1Z,"Intervention not carried out, unspecified reason",1,TRUE,"QC1Z - Intervention not carried out, unspecified reason"
16804,http://id.who.int/icd/entity/449596104,QC20,Person consulting on behalf of another person,1,FALSE,QC20 - Person consulting on behalf of another person
16805,http://id.who.int/icd/entity/690649984,QC20.0,Partner illness problem,2,TRUE,QC20.0 - Partner illness problem
16806,http://id.who.int/icd/entity/65496552,QC20.1,Illness problem with child,2,TRUE,QC20.1 - Illness problem with child
16807,,QC20.Y,Other specified person consulting on behalf of another person,2,TRUE,QC20.Y - Other specified person consulting on behalf of another person
16808,,QC20.Z,"Person consulting on behalf of another person, unspecified",2,TRUE,"QC20.Z - Person consulting on behalf of another person, unspecified"
16809,http://id.who.int/icd/entity/1427663737,QC21,Healthy person accompanying sick person,1,TRUE,QC21 - Healthy person accompanying sick person
16810,http://id.who.int/icd/entity/1157559828,QC22,Health supervision or care of abandoned infant,1,TRUE,QC22 - Health supervision or care of abandoned infant
16811,,QC2Y,Other specified contact with health services associated with the health of others,1,TRUE,QC2Y - Other specified contact with health services associated with the health of others
16812,,QC2Z,"Contact with health services associated with the health of others, unspecified",1,TRUE,"QC2Z - Contact with health services associated with the health of others, unspecified"
16813,http://id.who.int/icd/entity/1136473465,QC30,Malingering,1,TRUE,QC30 - Malingering
16814,http://id.who.int/icd/entity/560107272,QC40,Personal history of malignant neoplasm,1,FALSE,QC40 - Personal history of malignant neoplasm
16815,http://id.who.int/icd/entity/794465369,QC40.0,Personal history of malignant neoplasm of digestive organs,2,TRUE,QC40.0 - Personal history of malignant neoplasm of digestive organs
16816,http://id.who.int/icd/entity/1242651085,QC40.1,"Personal history of malignant neoplasm of trachea, bronchus or lung",2,TRUE,"QC40.1 - Personal history of malignant neoplasm of trachea, bronchus or lung"
16817,http://id.who.int/icd/entity/1052510516,QC40.2,"Personal history of malignant neoplasm of respiratory or intrathoracic organs other than the digestive organs, trachea, bronchus or lung",2,TRUE,"QC40.2 - Personal history of malignant neoplasm of respiratory or intrathoracic organs other than the digestive organs, trachea, bronchus or lung"
16818,http://id.who.int/icd/entity/1542964390,QC40.3,Personal history of malignant neoplasm of breast,2,TRUE,QC40.3 - Personal history of malignant neoplasm of breast
16819,http://id.who.int/icd/entity/672749362,QC40.4,Personal history of malignant neoplasm of genital organs,2,TRUE,QC40.4 - Personal history of malignant neoplasm of genital organs
16820,http://id.who.int/icd/entity/1297259176,QC40.5,Personal history of malignant neoplasm of urinary tract,2,TRUE,QC40.5 - Personal history of malignant neoplasm of urinary tract
16821,http://id.who.int/icd/entity/973064793,QC40.6,Personal history of leukaemia,2,TRUE,QC40.6 - Personal history of leukaemia
16822,http://id.who.int/icd/entity/1555302349,QC40.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic or related tissues",2,TRUE,"QC40.7 - Personal history of other malignant neoplasms of lymphoid, haematopoietic or related tissues"
16823,,QC40.Y,Personal history of malignant neoplasm of other specified site,2,TRUE,QC40.Y - Personal history of malignant neoplasm of other specified site
16824,,QC40.Z,Personal history of malignant neoplasm of unspecified site,2,TRUE,QC40.Z - Personal history of malignant neoplasm of unspecified site
16825,http://id.who.int/icd/entity/786248807,QC41,Personal history of nonmalignant neoplasms,1,TRUE,QC41 - Personal history of nonmalignant neoplasms
16826,http://id.who.int/icd/entity/1268185587,QC42,Personal history of infectious or parasitic diseases,1,FALSE,QC42 - Personal history of infectious or parasitic diseases
16827,http://id.who.int/icd/entity/1550698926,QC42.0,Personal history of COVID19,2,TRUE,QC42.0 - Personal history of COVID19
16828,,QC42.Y,Other specified personal history of infectious or parasitic diseases,2,TRUE,QC42.Y - Other specified personal history of infectious or parasitic diseases
16829,,QC42.Z,"Personal history of infectious or parasitic diseases, unspecified",2,TRUE,"QC42.Z - Personal history of infectious or parasitic diseases, unspecified"
16830,http://id.who.int/icd/entity/1060874508,QC43,Personal history of diseases of the blood or bloodforming organs,1,TRUE,QC43 - Personal history of diseases of the blood or bloodforming organs
16831,http://id.who.int/icd/entity/666593019,QC44,Personal history of diseases of the immune system,1,FALSE,QC44 - Personal history of diseases of the immune system
16832,http://id.who.int/icd/entity/414789075,QC44.0,Personal history of anaphylaxis,2,TRUE,QC44.0 - Personal history of anaphylaxis
16833,http://id.who.int/icd/entity/181624878,QC44.1,Personal history of foodinduced allergy or hypersensitivity,2,TRUE,QC44.1 - Personal history of foodinduced allergy or hypersensitivity
16834,http://id.who.int/icd/entity/1307379503,QC44.2,"Personal history of allergy to drugs, medicaments or biological substances",2,TRUE,"QC44.2 - Personal history of allergy to drugs, medicaments or biological substances"
16835,http://id.who.int/icd/entity/96364054,QC44.3,"Personal history of allergy, other than to drugs or biological substances",2,TRUE,"QC44.3 - Personal history of allergy, other than to drugs or biological substances"
16836,,QC44.Y,Other specified personal history of diseases of the immune system,2,TRUE,QC44.Y - Other specified personal history of diseases of the immune system
16837,,QC44.Z,"Personal history of diseases of the immune system, unspecified",2,TRUE,"QC44.Z - Personal history of diseases of the immune system, unspecified"
16838,http://id.who.int/icd/entity/1517315226,QC45,"Personal history of endocrine, nutritional or metabolic diseases",1,TRUE,"QC45 - Personal history of endocrine, nutritional or metabolic diseases"
16839,http://id.who.int/icd/entity/1289042584,QC46,Personal history of mental or behavioural disorder,1,TRUE,QC46 - Personal history of mental or behavioural disorder
16840,http://id.who.int/icd/entity/947415655,QC47,Personal history of diseases of the nervous system or sense organs,1,TRUE,QC47 - Personal history of diseases of the nervous system or sense organs
16841,http://id.who.int/icd/entity/88691851,QC48,Personal history of medical treatment,1,FALSE,QC48 - Personal history of medical treatment
16842,http://id.who.int/icd/entity/1634864060,QC48.0,Personal history of longterm use of anticoagulants,2,TRUE,QC48.0 - Personal history of longterm use of anticoagulants
16843,,QC48.Y,Other specified personal history of medical treatment,2,TRUE,QC48.Y - Other specified personal history of medical treatment
16844,,QC48.Z,"Personal history of medical treatment, unspecified",2,TRUE,"QC48.Z - Personal history of medical treatment, unspecified"
16845,http://id.who.int/icd/entity/1626712964,QC49,Personal history of noncompliance with medical treatment or regimen,1,TRUE,QC49 - Personal history of noncompliance with medical treatment or regimen
16846,http://id.who.int/icd/entity/341375869,QC4A,Personal history of poor personal hygiene,1,TRUE,QC4A - Personal history of poor personal hygiene
16847,http://id.who.int/icd/entity/1740007657,QC4B,Personal history of selfharm,1,TRUE,QC4B - Personal history of selfharm
16848,,QC4Y,Personal history of other specified health problems,1,TRUE,QC4Y - Personal history of other specified health problems
16849,,QC4Z,"Personal history of health problems, unspecified",1,TRUE,"QC4Z - Personal history of health problems, unspecified"
16850,http://id.who.int/icd/entity/755612283,QC50,"Late effect of prior health problem, not elsewhere classified",1,TRUE,"QC50 - Late effect of prior health problem, not elsewhere classified"
16851,http://id.who.int/icd/entity/1339298241,QC60,Family history of infectious diseases,1,TRUE,QC60 - Family history of infectious diseases
16852,http://id.who.int/icd/entity/1131053561,QC61,Family history of malignant neoplasm,1,FALSE,QC61 - Family history of malignant neoplasm
16853,http://id.who.int/icd/entity/157060520,QC61.0,Family history of malignant neoplasm of digestive organs,2,TRUE,QC61.0 - Family history of malignant neoplasm of digestive organs
16854,http://id.who.int/icd/entity/1813463090,QC61.1,"Family history of malignant neoplasm of trachea, bronchus or lung",2,TRUE,"QC61.1 - Family history of malignant neoplasm of trachea, bronchus or lung"
16855,http://id.who.int/icd/entity/414847181,QC61.2,"Family history of malignant neoplasm of respiratory or intrathoracic organs other than digestive organs, trachea, bronchus or lung",2,TRUE,"QC61.2 - Family history of malignant neoplasm of respiratory or intrathoracic organs other than digestive organs, trachea, bronchus or lung"
16856,http://id.who.int/icd/entity/2113002841,QC61.3,Family history of malignant neoplasm of breast,2,TRUE,QC61.3 - Family history of malignant neoplasm of breast
16857,http://id.who.int/icd/entity/236932813,QC61.4,Family history of malignant neoplasm of genital organs,2,TRUE,QC61.4 - Family history of malignant neoplasm of genital organs
16858,http://id.who.int/icd/entity/1800700761,QC61.5,Family history of malignant neoplasm of urinary tract,2,TRUE,QC61.5 - Family history of malignant neoplasm of urinary tract
16859,http://id.who.int/icd/entity/536466342,QC61.6,Family history of leukaemia,2,TRUE,QC61.6 - Family history of leukaemia
16860,http://id.who.int/icd/entity/2058493492,QC61.7,"Family history of malignant neoplasms of lymphoid, haematopoietic or related tissues",2,TRUE,"QC61.7 - Family history of malignant neoplasms of lymphoid, haematopoietic or related tissues"
16861,,QC61.Y,Other specified family history of malignant neoplasm,2,TRUE,QC61.Y - Other specified family history of malignant neoplasm
16862,,QC61.Z,"Family history of malignant neoplasm, unspecified",2,TRUE,"QC61.Z - Family history of malignant neoplasm, unspecified"
16863,http://id.who.int/icd/entity/423473395,QC62,Family history of diseases of the blood or bloodforming organs,1,TRUE,QC62 - Family history of diseases of the blood or bloodforming organs
16864,http://id.who.int/icd/entity/705674358,QC63,Family history of disorders involving the immune mechanism,1,TRUE,QC63 - Family history of disorders involving the immune mechanism
16865,http://id.who.int/icd/entity/261680883,QC64,"Family history of endocrine, nutritional or metabolic diseases",1,FALSE,"QC64 - Family history of endocrine, nutritional or metabolic diseases"
16866,http://id.who.int/icd/entity/2088140135,QC64.0,Family history of diabetes mellitus,2,TRUE,QC64.0 - Family history of diabetes mellitus
16867,,QC64.Y,"Other specified family history of endocrine, nutritional or metabolic diseases",2,TRUE,"QC64.Y - Other specified family history of endocrine, nutritional or metabolic diseases"
16868,,QC64.Z,"Family history of endocrine, nutritional or metabolic diseases, unspecified",2,TRUE,"QC64.Z - Family history of endocrine, nutritional or metabolic diseases, unspecified"
16869,http://id.who.int/icd/entity/639716461,QC65,Family history of mental or behavioural disorder,1,TRUE,QC65 - Family history of mental or behavioural disorder
16870,http://id.who.int/icd/entity/1792222055,QC66,Family history of eye or ear disorders,1,TRUE,QC66 - Family history of eye or ear disorders
16871,http://id.who.int/icd/entity/325068404,QC67,Family history of ischaemic heart disease or other diseases of the circulatory system,1,TRUE,QC67 - Family history of ischaemic heart disease or other diseases of the circulatory system
16872,http://id.who.int/icd/entity/1192168487,QC68,Family history of consanguinity,1,TRUE,QC68 - Family history of consanguinity
16873,http://id.who.int/icd/entity/1619965416,QC69,Family history of stroke,1,TRUE,QC69 - Family history of stroke
16874,,QC6Y,Family history of other specified health problems,1,TRUE,QC6Y - Family history of other specified health problems
16875,,QC6Z,"Family history of health problems, unspecified",1,TRUE,"QC6Z - Family history of health problems, unspecified"
16876,,QC8Y,Other specified personal or family history or late effect of prior health problems,1,TRUE,QC8Y - Other specified personal or family history or late effect of prior health problems
16877,,QC8Z,"Personal or family history or late effect of prior health problems, unspecified",1,TRUE,"QC8Z - Personal or family history or late effect of prior health problems, unspecified"
16878,http://id.who.int/icd/entity/1062820800,QC90,Contact with or exposure to communicable diseases,1,FALSE,QC90 - Contact with or exposure to communicable diseases
16879,http://id.who.int/icd/entity/1447439794,QC90.0,Contact with or exposure to intestinal infectious diseases,2,FALSE,QC90.0 - Contact with or exposure to intestinal infectious diseases
16880,http://id.who.int/icd/entity/733451521,QC90.00,Exposure to cholera,3,TRUE,QC90.00 - Exposure to cholera
16881,,QC90.0Y,Other specified contact with or exposure to intestinal infectious diseases,3,TRUE,QC90.0Y - Other specified contact with or exposure to intestinal infectious diseases
16882,,QC90.0Z,"Contact with or exposure to intestinal infectious diseases, unspecified",3,TRUE,"QC90.0Z - Contact with or exposure to intestinal infectious diseases, unspecified"
16883,http://id.who.int/icd/entity/856547368,QC90.1,Contact with or exposure to tuberculosis,2,TRUE,QC90.1 - Contact with or exposure to tuberculosis
16884,http://id.who.int/icd/entity/1201713369,QC90.2,Contact with or exposure to infections with a predominantly sexual mode of transmission,2,TRUE,QC90.2 - Contact with or exposure to infections with a predominantly sexual mode of transmission
16885,http://id.who.int/icd/entity/585858381,QC90.3,Contact with or exposure to rabies,2,TRUE,QC90.3 - Contact with or exposure to rabies
16886,http://id.who.int/icd/entity/1359343321,QC90.4,Contact with or exposure to rubella,2,TRUE,QC90.4 - Contact with or exposure to rubella
16887,http://id.who.int/icd/entity/877536077,QC90.5,Contact with or exposure to viral hepatitis,2,TRUE,QC90.5 - Contact with or exposure to viral hepatitis
16888,http://id.who.int/icd/entity/1088648116,QC90.6,Contact with or exposure to human immunodeficiency virus,2,TRUE,QC90.6 - Contact with or exposure to human immunodeficiency virus
16889,http://id.who.int/icd/entity/631815718,QC90.7,"Contact with or exposure to pediculosis, acariasis or other infestations",2,TRUE,"QC90.7 - Contact with or exposure to pediculosis, acariasis or other infestations"
16890,,QC90.Y,Contact with or exposure to other specified communicable diseases,2,TRUE,QC90.Y - Contact with or exposure to other specified communicable diseases
16891,,QC90.Z,"Contact with or exposure to communicable diseases, unspecified",2,TRUE,"QC90.Z - Contact with or exposure to communicable diseases, unspecified"
16892,http://id.who.int/icd/entity/1262044429,QD00,Carrier of salmonella typhi,1,TRUE,QD00 - Carrier of salmonella typhi
16893,http://id.who.int/icd/entity/779258009,QD01,Carrier of intestinal infectious agents,1,FALSE,QD01 - Carrier of intestinal infectious agents
16894,http://id.who.int/icd/entity/2018359750,QD01.0,Asymptomatic enteric carriage of Entamoeba,2,TRUE,QD01.0 - Asymptomatic enteric carriage of Entamoeba
16895,,QD01.Y,Other specified carrier of intestinal infectious agents,2,TRUE,QD01.Y - Other specified carrier of intestinal infectious agents
16896,,QD01.Z,"Carrier of intestinal infectious agents, unspecified",2,TRUE,"QD01.Z - Carrier of intestinal infectious agents, unspecified"
16897,http://id.who.int/icd/entity/1524619368,QD02,Carrier of corynebacterium diphtheriae,1,TRUE,QD02 - Carrier of corynebacterium diphtheriae
16898,http://id.who.int/icd/entity/1283098214,QD03,Carrier of infectious agents with a predominantly sexual mode of transmission,1,TRUE,QD03 - Carrier of infectious agents with a predominantly sexual mode of transmission
16899,http://id.who.int/icd/entity/1238539156,QD04,Asymptomatic colonization of the skin by virulent or therapy resistant bacteria,1,TRUE,QD04 - Asymptomatic colonization of the skin by virulent or therapy resistant bacteria
16900,,QD0Y,Carrier of other specified infectious disease agent,1,TRUE,QD0Y - Carrier of other specified infectious disease agent
16901,,QD0Z,"Carrier of infectious disease agent, unspecified",1,TRUE,"QD0Z - Carrier of infectious disease agent, unspecified"
16902,,QD2Y,Other specified health status associated with infectious or certain specified conditions,1,TRUE,QD2Y - Other specified health status associated with infectious or certain specified conditions
16903,,QD2Z,Unspecified health status associated with infectious or certain specified conditions,1,TRUE,QD2Z - Unspecified health status associated with infectious or certain specified conditions
16904,http://id.who.int/icd/entity/489630744,QD30,Concern about breast appearance,1,TRUE,QD30 - Concern about breast appearance
16905,http://id.who.int/icd/entity/1030202810,QD31,Contact with health services for concerns about body image related to pregnancy,1,TRUE,QD31 - Contact with health services for concerns about body image related to pregnancy
16906,,QD3Y,Other specified concern about body appearance,1,TRUE,QD3Y - Other specified concern about body appearance
16907,,QD3Z,"Concern about body appearance, unspecified",1,TRUE,"QD3Z - Concern about body appearance, unspecified"
16908,http://id.who.int/icd/entity/755867815,QD50,Poverty,1,TRUE,QD50 - Poverty
16909,http://id.who.int/icd/entity/1503719512,QD51,Low income,1,TRUE,QD51 - Low income
16910,,QD5Y,Other specified problems associated with finances,1,TRUE,QD5Y - Other specified problems associated with finances
16911,,QD5Z,"Problems associated with finances, unspecified",1,TRUE,"QD5Z - Problems associated with finances, unspecified"
16912,http://id.who.int/icd/entity/1163409625,QD60,Problems associated with inadequate drinkingwater,1,TRUE,QD60 - Problems associated with inadequate drinkingwater
16913,http://id.who.int/icd/entity/1212575027,QD61,Inadequate food,1,TRUE,QD61 - Inadequate food
16914,,QD6Z,"Problems associated with drinking water or nutrition, unspecified",1,TRUE,"QD6Z - Problems associated with drinking water or nutrition, unspecified"
16915,http://id.who.int/icd/entity/1307910936,QD70,Problems associated with the natural environment or humanmade changes to the environment,1,FALSE,QD70 - Problems associated with the natural environment or humanmade changes to the environment
16916,http://id.who.int/icd/entity/1409115865,QD70.0,Problems associated with exposure to noise,2,TRUE,QD70.0 - Problems associated with exposure to noise
16917,http://id.who.int/icd/entity/917941069,QD70.1,Problems associated with exposure to air pollution,2,TRUE,QD70.1 - Problems associated with exposure to air pollution
16918,http://id.who.int/icd/entity/1109130164,QD70.2,Problems associated with exposure to water pollution,2,TRUE,QD70.2 - Problems associated with exposure to water pollution
16919,http://id.who.int/icd/entity/659568166,QD70.3,Problems associated with exposure to soil pollution,2,TRUE,QD70.3 - Problems associated with exposure to soil pollution
16920,http://id.who.int/icd/entity/1421780402,QD70.4,Problems associated with exposure to radiation,2,TRUE,QD70.4 - Problems associated with exposure to radiation
16921,http://id.who.int/icd/entity/538178893,QD70.5,Problems associated with exposure to tobacco smoke,2,TRUE,QD70.5 - Problems associated with exposure to tobacco smoke
16922,http://id.who.int/icd/entity/201495283,QD70.6,Problems associated with inadequate access to electricity,2,TRUE,QD70.6 - Problems associated with inadequate access to electricity
16923,,QD70.Z,"Problems associated with the natural environment or humanmade changes to the environment, unspecified",2,TRUE,"QD70.Z - Problems associated with the natural environment or humanmade changes to the environment, unspecified"
16924,http://id.who.int/icd/entity/683601550,QD71,Problems associated with housing,1,FALSE,QD71 - Problems associated with housing
16925,http://id.who.int/icd/entity/1325772378,QD71.0,Homelessness,2,TRUE,QD71.0 - Homelessness
16926,http://id.who.int/icd/entity/709780428,QD71.1,Inadequate housing,2,TRUE,QD71.1 - Inadequate housing
16927,http://id.who.int/icd/entity/1000930983,QD71.2,Problems related to living in residential institution,2,TRUE,QD71.2 - Problems related to living in residential institution
16928,,QD71.Z,"Problems associated with housing, unspecified",2,TRUE,"QD71.Z - Problems associated with housing, unspecified"
16929,,QD7Y,Other specified problems associated with the environment,1,TRUE,QD7Y - Other specified problems associated with the environment
16930,,QD7Z,"Problems associated with the environment, unspecified",1,TRUE,"QD7Z - Problems associated with the environment, unspecified"
16931,http://id.who.int/icd/entity/25263588,QD80,Problem associated with unemployment,1,TRUE,QD80 - Problem associated with unemployment
16932,http://id.who.int/icd/entity/1691005042,QD81,Problem associated with change of job,1,TRUE,QD81 - Problem associated with change of job
16933,http://id.who.int/icd/entity/275243151,QD82,Problem associated with threat of job loss,1,TRUE,QD82 - Problem associated with threat of job loss
16934,http://id.who.int/icd/entity/1756207334,QD83,Problem with employment conditions,1,FALSE,QD83 - Problem with employment conditions
16935,http://id.who.int/icd/entity/1669952283,QD83.0,Problem associated with uncongenial work,2,TRUE,QD83.0 - Problem associated with uncongenial work
16936,http://id.who.int/icd/entity/1965829403,QD83.1,Problem associated with stressful work schedule,2,TRUE,QD83.1 - Problem associated with stressful work schedule
16937,,QD83.Y,Other specified problem with employment conditions,2,TRUE,QD83.Y - Other specified problem with employment conditions
16938,http://id.who.int/icd/entity/815543898,QD84,Occupational exposure to riskfactors,1,FALSE,QD84 - Occupational exposure to riskfactors
16939,http://id.who.int/icd/entity/211757070,QD84.0,Occupational exposure to dust,2,TRUE,QD84.0 - Occupational exposure to dust
16940,http://id.who.int/icd/entity/440038928,QD84.1,Occupational exposure to toxic agents in agriculture,2,TRUE,QD84.1 - Occupational exposure to toxic agents in agriculture
16941,http://id.who.int/icd/entity/2138160026,QD84.2,Occupational exposure to toxic agents in industries other than agriculture,2,TRUE,QD84.2 - Occupational exposure to toxic agents in industries other than agriculture
16942,http://id.who.int/icd/entity/1855399665,QD84.3,Occupational exposure to vibration,2,TRUE,QD84.3 - Occupational exposure to vibration
16943,http://id.who.int/icd/entity/473240871,QD84.4,Occupational exposure to ergonomic risk,2,TRUE,QD84.4 - Occupational exposure to ergonomic risk
16944,,QD84.Y,Other specified occupational exposure to riskfactors,2,TRUE,QD84.Y - Other specified occupational exposure to riskfactors
16945,,QD84.Z,"Occupational exposure to riskfactors, unspecified",2,TRUE,"QD84.Z - Occupational exposure to riskfactors, unspecified"
16946,http://id.who.int/icd/entity/129180281,QD85,Burnout,1,TRUE,QD85 - Burnout
16947,,QD8Y,Other specified problems associated with employment or unemployment,1,TRUE,QD8Y - Other specified problems associated with employment or unemployment
16948,,QD8Z,"Problems associated with employment or unemployment, unspecified",1,TRUE,"QD8Z - Problems associated with employment or unemployment, unspecified"
16949,http://id.who.int/icd/entity/450012,QD90,Problem associated with illiteracy or lowlevel literacy,1,TRUE,QD90 - Problem associated with illiteracy or lowlevel literacy
16950,http://id.who.int/icd/entity/1699549262,QD91,Problem associated with education unavailable or unattainable,1,TRUE,QD91 - Problem associated with education unavailable or unattainable
